Genome ID,NCBI Taxon ID,Species,BioSample Accession,Contigs,Size,MIC
1773.33179,1773,Mycobacterium tuberculosis,SAMEA7525933,90,4377603,0.50
1773.33182,1773,Mycobacterium tuberculosis,SAMEA7525934,133,4323162,0.25
1773.33186,1773,Mycobacterium tuberculosis,SAMEA7525935,96,4381855,1
1773.33184,1773,Mycobacterium tuberculosis,SAMEA7525936,118,4347324,0.125
1773.33185,1773,Mycobacterium tuberculosis,SAMEA7525937,116,4340453,0.5
1773.33183,1773,Mycobacterium tuberculosis,SAMEA7525938,102,4299088,0.5
1773.33187,1773,Mycobacterium tuberculosis,SAMEA7525940,94,4345347,0.5
1773.33188,1773,Mycobacterium tuberculosis,SAMEA7525941,149,4316400,0.06
1773.33189,1773,Mycobacterium tuberculosis,SAMEA7525942,128,4321067,0.25
1773.33205,1773,Mycobacterium tuberculosis,SAMEA7525943,140,4320921,0.5
1773.33202,1773,Mycobacterium tuberculosis,SAMEA7525944,99,4356490,0.125
1773.33199,1773,Mycobacterium tuberculosis,SAMEA7525945,98,4345734,0.125
1773.33200,1773,Mycobacterium tuberculosis,SAMEA7525946,96,4339931,0.12
1773.33204,1773,Mycobacterium tuberculosis,SAMEA7525947,137,4325460,0.12
1773.33203,1773,Mycobacterium tuberculosis,SAMEA7525948,78,4378911,1
1773.33191,1773,Mycobacterium tuberculosis,SAMEA7525950,97,4344791,0.5
1773.33194,1773,Mycobacterium tuberculosis,SAMEA7525951,103,4342663,0.5
1773.33192,1773,Mycobacterium tuberculosis,SAMEA7525952,126,4321377,0.5
1773.33193,1773,Mycobacterium tuberculosis,SAMEA7525954,107,4376782,0.06
1773.33190,1773,Mycobacterium tuberculosis,SAMEA7525955,89,4375843,0.12
1773.33197,1773,Mycobacterium tuberculosis,SAMEA7525956,98,4348590,0.125
1773.33198,1773,Mycobacterium tuberculosis,SAMEA7525957,104,4337646,1
1773.33201,1773,Mycobacterium tuberculosis,SAMEA7525959,99,4338368,0.06
1773.33195,1773,Mycobacterium tuberculosis,SAMEA7525960,127,4340345,0.5
1773.33196,1773,Mycobacterium tuberculosis,SAMEA7525963,110,4348172,0.5
1773.33209,1773,Mycobacterium tuberculosis,SAMEA7525964,143,4310458,0.5
1773.33265,1773,Mycobacterium tuberculosis,SAMEA7525965,81,4384357,0.50
1773.33212,1773,Mycobacterium tuberculosis,SAMEA7525966,119,4350949,0.25
1773.33211,1773,Mycobacterium tuberculosis,SAMEA7525967,104,4377715,0.5
1773.33213,1773,Mycobacterium tuberculosis,SAMEA7525969,113,4343999,0.50
1773.33208,1773,Mycobacterium tuberculosis,SAMEA7525970,105,4341950,1
1773.33210,1773,Mycobacterium tuberculosis,SAMEA7525971,100,4344833,1
1773.33207,1773,Mycobacterium tuberculosis,SAMEA7525972,84,4309499,0.12
1773.33206,1773,Mycobacterium tuberculosis,SAMEA7525973,130,4297816,1
1773.33214,1773,Mycobacterium tuberculosis,SAMEA7525974,99,4364480,0.50
1773.33217,1773,Mycobacterium tuberculosis,SAMEA7525975,86,4380870,0.125
1773.33216,1773,Mycobacterium tuberculosis,SAMEA7525976,106,4312734,0.5
1773.33215,1773,Mycobacterium tuberculosis,SAMEA7525979,114,4285197,0.5
1773.33218,1773,Mycobacterium tuberculosis,SAMEA7525981,95,4365703,0.5
1773.33219,1773,Mycobacterium tuberculosis,SAMEA7525983,117,4319595,0.25
1773.33221,1773,Mycobacterium tuberculosis,SAMEA7525984,116,4350855,0.50
1773.33223,1773,Mycobacterium tuberculosis,SAMEA7525985,73,4378515,1
1773.33222,1773,Mycobacterium tuberculosis,SAMEA7525986,87,4368638,0.25
1773.33220,1773,Mycobacterium tuberculosis,SAMEA7525987,93,4371713,1
1773.33224,1773,Mycobacterium tuberculosis,SAMEA7525988,137,4367105,0.25
1773.33225,1773,Mycobacterium tuberculosis,SAMEA7525989,99,4341626,0.06
1773.33226,1773,Mycobacterium tuberculosis,SAMEA7525991,137,4340095,0.06
1773.33228,1773,Mycobacterium tuberculosis,SAMEA7525992,111,4321850,0.25
1773.33227,1773,Mycobacterium tuberculosis,SAMEA7525993,121,4308270,0.5
1773.33230,1773,Mycobacterium tuberculosis,SAMEA7525996,97,4347283,0.50
1773.33229,1773,Mycobacterium tuberculosis,SAMEA7525997,102,4370028,1
1773.33234,1773,Mycobacterium tuberculosis,SAMEA7525999,104,4371466,0.50
1773.33231,1773,Mycobacterium tuberculosis,SAMEA7526000,125,4344203,0.5
1773.33233,1773,Mycobacterium tuberculosis,SAMEA7526001,121,4350263,0.06
1773.33232,1773,Mycobacterium tuberculosis,SAMEA7526003,120,4333971,0.25
1773.33235,1773,Mycobacterium tuberculosis,SAMEA7526005,122,4352544,0.125
1773.33236,1773,Mycobacterium tuberculosis,SAMEA7526006,138,4325594,0.12
1773.33242,1773,Mycobacterium tuberculosis,SAMEA7526007,97,4265655,0.03
1773.33243,1773,Mycobacterium tuberculosis,SAMEA7526009,114,4340194,4.00
1773.33241,1773,Mycobacterium tuberculosis,SAMEA7526011,84,4373710,0.12
1773.33240,1773,Mycobacterium tuberculosis,SAMEA7526012,103,4361003,0.50
1773.33271,1773,Mycobacterium tuberculosis,SAMEA7526013,119,4332738,0.12
1773.33237,1773,Mycobacterium tuberculosis,SAMEA7526014,90,4373383,0.125
1773.33239,1773,Mycobacterium tuberculosis,SAMEA7526015,123,4330535,0.5
1773.33238,1773,Mycobacterium tuberculosis,SAMEA7526016,73,4360347,0.25
1773.33245,1773,Mycobacterium tuberculosis,SAMEA7526017,87,4382287,0.06
1773.33247,1773,Mycobacterium tuberculosis,SAMEA7526018,108,4372763,0.03
1773.33246,1773,Mycobacterium tuberculosis,SAMEA7526019,100,4343459,0.50
1773.33244,1773,Mycobacterium tuberculosis,SAMEA7526020,83,4346373,0.06
1773.33248,1773,Mycobacterium tuberculosis,SAMEA7526022,113,4355128,0.03
1773.33249,1773,Mycobacterium tuberculosis,SAMEA7526023,80,4377706,0.25
1773.33250,1773,Mycobacterium tuberculosis,SAMEA7526024,80,4380551,0.06
1773.33251,1773,Mycobacterium tuberculosis,SAMEA7526026,121,4333993,0.5
1773.33252,1773,Mycobacterium tuberculosis,SAMEA7526027,81,4370848,0.125
1773.33253,1773,Mycobacterium tuberculosis,SAMEA7526028,123,4323029,1
1773.33254,1773,Mycobacterium tuberculosis,SAMEA7526029,105,4339116,0.06
1773.33257,1773,Mycobacterium tuberculosis,SAMEA7526030,121,4339090,0.12
1773.33259,1773,Mycobacterium tuberculosis,SAMEA7526031,88,4367917,0.125
1773.33260,1773,Mycobacterium tuberculosis,SAMEA7526032,136,4313611,0.25
1773.33261,1773,Mycobacterium tuberculosis,SAMEA7526033,90,4380642,0.5
1773.33255,1773,Mycobacterium tuberculosis,SAMEA7526034,137,4312944,0.06
1773.33258,1773,Mycobacterium tuberculosis,SAMEA7526035,90,4368940,0.5
1773.33256,1773,Mycobacterium tuberculosis,SAMEA7526036,132,4328367,0.50
1773.33262,1773,Mycobacterium tuberculosis,SAMEA7526037,78,4355836,0.5
1773.33263,1773,Mycobacterium tuberculosis,SAMEA7526038,88,4388366,0.06
1773.43098,1773,Mycobacterium tuberculosis,SAMEA7526039,136,4355731,0.25
1773.33264,1773,Mycobacterium tuberculosis,SAMEA7526040,129,4316459,0.25
1773.33266,1773,Mycobacterium tuberculosis,SAMEA7526041,95,4343822,0.06
1773.33267,1773,Mycobacterium tuberculosis,SAMEA7526042,93,4363447,0.06
1773.33268,1773,Mycobacterium tuberculosis,SAMEA7526043,102,4348239,0.06
1773.33270,1773,Mycobacterium tuberculosis,SAMEA7526045,141,4348537,0.50
1773.33269,1773,Mycobacterium tuberculosis,SAMEA7526046,137,4311192,0.125
1773.33273,1773,Mycobacterium tuberculosis,SAMEA7526047,119,4366261,0.06
1773.33272,1773,Mycobacterium tuberculosis,SAMEA7526048,108,4275908,0.25
1773.33274,1773,Mycobacterium tuberculosis,SAMEA7526049,144,4317242,0.125
1773.33275,1773,Mycobacterium tuberculosis,SAMEA7526050,99,4350461,0.06
1773.33276,1773,Mycobacterium tuberculosis,SAMEA7526051,100,4367854,0.5
1773.33283,1773,Mycobacterium tuberculosis,SAMEA7526052,143,4318218,0.5
1773.33282,1773,Mycobacterium tuberculosis,SAMEA7526053,131,4342053,0.125
1773.33281,1773,Mycobacterium tuberculosis,SAMEA7526054,132,4341956,0.25
1773.33278,1773,Mycobacterium tuberculosis,SAMEA7526055,118,4328859,0.06
1773.33279,1773,Mycobacterium tuberculosis,SAMEA7526056,105,4355286,0.5
1773.33277,1773,Mycobacterium tuberculosis,SAMEA7526057,103,4347139,0.03
1773.33280,1773,Mycobacterium tuberculosis,SAMEA7526058,101,4348371,0.125
1773.33284,1773,Mycobacterium tuberculosis,SAMEA7526059,123,4339981,0.12
1773.33285,1773,Mycobacterium tuberculosis,SAMEA7526060,107,4363121,0.50
1773.33286,1773,Mycobacterium tuberculosis,SAMEA7526061,105,4335768,0.5
1773.33287,1773,Mycobacterium tuberculosis,SAMEA7526063,116,4327277,0.125
1773.33291,1773,Mycobacterium tuberculosis,SAMEA7526064,113,4362359,0.5
1773.33288,1773,Mycobacterium tuberculosis,SAMEA7526066,108,4341351,0.125
1773.33289,1773,Mycobacterium tuberculosis,SAMEA7526067,132,4336811,0.12
1773.33290,1773,Mycobacterium tuberculosis,SAMEA7526068,145,4295537,0.25
1773.33294,1773,Mycobacterium tuberculosis,SAMEA7526070,154,4285049,0.12
1773.33295,1773,Mycobacterium tuberculosis,SAMEA7526072,129,4311773,0.5
1773.33293,1773,Mycobacterium tuberculosis,SAMEA7526073,108,4320323,0.25
1773.33292,1773,Mycobacterium tuberculosis,SAMEA7526074,141,4337800,0.25
1773.33298,1773,Mycobacterium tuberculosis,SAMEA7526075,144,4307276,0.12
1773.33297,1773,Mycobacterium tuberculosis,SAMEA7526076,99,4344729,0.125
1773.33296,1773,Mycobacterium tuberculosis,SAMEA7526078,133,4333218,0.06
1773.33299,1773,Mycobacterium tuberculosis,SAMEA7526079,145,4315270,0.06
1773.33301,1773,Mycobacterium tuberculosis,SAMEA7526081,76,4364549,0.25
1773.33300,1773,Mycobacterium tuberculosis,SAMEA7526082,105,4318826,0.03
1773.33302,1773,Mycobacterium tuberculosis,SAMEA7526083,132,4334539,0.125
1773.33303,1773,Mycobacterium tuberculosis,SAMEA7526084,132,4333826,0.03
1773.33304,1773,Mycobacterium tuberculosis,SAMEA7526085,79,4377377,0.06
1773.33308,1773,Mycobacterium tuberculosis,SAMEA7526086,82,4300436,0.03
1773.33307,1773,Mycobacterium tuberculosis,SAMEA7526087,113,4347476,0.06
1773.33305,1773,Mycobacterium tuberculosis,SAMEA7526088,128,4338383,0.125
1773.33306,1773,Mycobacterium tuberculosis,SAMEA7526089,105,4345994,0.25
1773.33309,1773,Mycobacterium tuberculosis,SAMEA7526090,136,4346238,0.03
1773.33310,1773,Mycobacterium tuberculosis,SAMEA7526091,132,4315962,0.5
1773.33311,1773,Mycobacterium tuberculosis,SAMEA7526092,89,4369241,0.125
1773.33312,1773,Mycobacterium tuberculosis,SAMEA7526093,125,4341194,0.50
1773.33313,1773,Mycobacterium tuberculosis,SAMEA7526094,134,4361944,0.25
1773.33314,1773,Mycobacterium tuberculosis,SAMEA7526095,86,4346979,0.50
1773.33315,1773,Mycobacterium tuberculosis,SAMEA7526096,92,4349520,0.06
1773.33316,1773,Mycobacterium tuberculosis,SAMEA7526097,129,4315786,0.25
1773.33318,1773,Mycobacterium tuberculosis,SAMEA7526098,127,4320870,0.5
1773.33317,1773,Mycobacterium tuberculosis,SAMEA7526099,98,4363102,0.25
1773.33319,1773,Mycobacterium tuberculosis,SAMEA7526100,144,4327776,0.06
1773.33320,1773,Mycobacterium tuberculosis,SAMEA7526101,117,4329600,0.06
1773.33322,1773,Mycobacterium tuberculosis,SAMEA7526102,89,4345797,0.06
1773.33321,1773,Mycobacterium tuberculosis,SAMEA7526103,107,4369952,0.5
1773.33323,1773,Mycobacterium tuberculosis,SAMEA7526104,144,4305033,0.12
1773.33325,1773,Mycobacterium tuberculosis,SAMEA7526106,90,4345450,0.06
1773.33324,1773,Mycobacterium tuberculosis,SAMEA7526107,87,4346149,0.5
1773.33326,1773,Mycobacterium tuberculosis,SAMEA7526108,148,4312577,0.50
1773.33327,1773,Mycobacterium tuberculosis,SAMEA7526109,174,4246504,0.25
1773.33329,1773,Mycobacterium tuberculosis,SAMEA7526110,139,4362960,0.25
1773.33328,1773,Mycobacterium tuberculosis,SAMEA7526111,133,4315599,0.25
1773.33330,1773,Mycobacterium tuberculosis,SAMEA7526112,133,4339269,0.12
1773.33332,1773,Mycobacterium tuberculosis,SAMEA7526113,94,4344919,0.12
1773.33331,1773,Mycobacterium tuberculosis,SAMEA7526114,135,4322614,0.5
1773.33334,1773,Mycobacterium tuberculosis,SAMEA7526115,145,4328910,0.25
1773.33333,1773,Mycobacterium tuberculosis,SAMEA7526116,148,4312181,0.125
1773.33341,1773,Mycobacterium tuberculosis,SAMEA7526117,106,4338949,0.25
1773.33343,1773,Mycobacterium tuberculosis,SAMEA7526118,66,4367310,0.06
1773.33340,1773,Mycobacterium tuberculosis,SAMEA7526119,107,4362595,0.25
1773.43102,1773,Mycobacterium tuberculosis,SAMEA7526120,141,4345477,1
1773.33337,1773,Mycobacterium tuberculosis,SAMEA7526122,124,4356027,0.25
1773.43099,1773,Mycobacterium tuberculosis,SAMEA7526123,118,4352530,0.25
1773.33338,1773,Mycobacterium tuberculosis,SAMEA7526124,143,4301509,0.125
1773.33335,1773,Mycobacterium tuberculosis,SAMEA7526125,114,4360509,0.25
1773.33339,1773,Mycobacterium tuberculosis,SAMEA7526126,110,4343815,0.125
1773.43100,1773,Mycobacterium tuberculosis,SAMEA7526127,133,4308424,0.50
1773.33342,1773,Mycobacterium tuberculosis,SAMEA7526130,136,4343105,0.25
1773.33336,1773,Mycobacterium tuberculosis,SAMEA7526131,94,4347934,0.5
1773.33347,1773,Mycobacterium tuberculosis,SAMEA7526132,131,4340251,0.12
1773.33346,1773,Mycobacterium tuberculosis,SAMEA7526133,102,4344495,1
1773.33348,1773,Mycobacterium tuberculosis,SAMEA7526134,122,4367597,0.25
1773.33344,1773,Mycobacterium tuberculosis,SAMEA7526135,93,4356884,0.5
1773.33345,1773,Mycobacterium tuberculosis,SAMEA7526136,91,4375668,0.06
1773.33350,1773,Mycobacterium tuberculosis,SAMEA7526137,97,4342040,0.25
1773.33349,1773,Mycobacterium tuberculosis,SAMEA7526138,114,4325235,0.25
1773.33351,1773,Mycobacterium tuberculosis,SAMEA7526140,78,4381808,0.12
1773.33354,1773,Mycobacterium tuberculosis,SAMEA7526141,139,4359757,0.5
1773.33353,1773,Mycobacterium tuberculosis,SAMEA7526142,91,4364535,1
1773.33352,1773,Mycobacterium tuberculosis,SAMEA7526143,103,4345622,0.125
1773.33356,1773,Mycobacterium tuberculosis,SAMEA7526144,127,4372855,0.25
1773.33362,1773,Mycobacterium tuberculosis,SAMEA7526145,124,4325316,0.5
1773.33359,1773,Mycobacterium tuberculosis,SAMEA7526146,76,4349615,0.06
1773.33360,1773,Mycobacterium tuberculosis,SAMEA7526147,87,4344954,0.06
1773.33358,1773,Mycobacterium tuberculosis,SAMEA7526150,80,4378388,0.125
1773.33361,1773,Mycobacterium tuberculosis,SAMEA7526151,143,4312022,0.06
1773.33357,1773,Mycobacterium tuberculosis,SAMEA7526153,99,4329887,0.125
1773.33355,1773,Mycobacterium tuberculosis,SAMEA7526154,180,4340626,0.5
1773.33363,1773,Mycobacterium tuberculosis,SAMEA7526155,143,4323897,0.125
1773.33364,1773,Mycobacterium tuberculosis,SAMEA7526156,127,4339692,2
1773.33365,1773,Mycobacterium tuberculosis,SAMEA7526157,140,4341729,0.12
1773.33367,1773,Mycobacterium tuberculosis,SAMEA7526158,121,4326728,0.125
1773.33366,1773,Mycobacterium tuberculosis,SAMEA7526160,80,4344570,0.5
1773.33370,1773,Mycobacterium tuberculosis,SAMEA7526162,143,4349501,0.5
1773.33369,1773,Mycobacterium tuberculosis,SAMEA7526163,137,4306302,0.06
1773.43103,1773,Mycobacterium tuberculosis,SAMEA7526164,104,4358905,1
1773.33368,1773,Mycobacterium tuberculosis,SAMEA7526165,87,4367166,0.5
1773.33374,1773,Mycobacterium tuberculosis,SAMEA7526166,117,4282150,0.125
1773.33372,1773,Mycobacterium tuberculosis,SAMEA7526167,135,4318532,0.12
1773.33371,1773,Mycobacterium tuberculosis,SAMEA7526168,85,4370386,0.25
1773.33373,1773,Mycobacterium tuberculosis,SAMEA7526169,132,4313631,0.25
1773.33376,1773,Mycobacterium tuberculosis,SAMEA7526170,118,4310869,0.12
1773.43101,1773,Mycobacterium tuberculosis,SAMEA7526172,131,4300585,0.25
1773.33377,1773,Mycobacterium tuberculosis,SAMEA7526173,134,4312877,0.25
1773.33375,1773,Mycobacterium tuberculosis,SAMEA7526175,110,4312520,0.50
1773.33379,1773,Mycobacterium tuberculosis,SAMEA7526176,128,4321315,0.25
1773.33378,1773,Mycobacterium tuberculosis,SAMEA7526178,79,4357770,0.12
1773.33383,1773,Mycobacterium tuberculosis,SAMEA7526179,76,4380835,0.06
1773.33384,1773,Mycobacterium tuberculosis,SAMEA7526180,71,4359217,0.25
1773.33381,1773,Mycobacterium tuberculosis,SAMEA7526182,100,4374021,0.06
1773.33382,1773,Mycobacterium tuberculosis,SAMEA7526183,124,4311821,0.5
1773.33380,1773,Mycobacterium tuberculosis,SAMEA7526186,99,4338486,0.5
1773.33388,1773,Mycobacterium tuberculosis,SAMEA7526187,97,4349677,0.50
1773.33389,1773,Mycobacterium tuberculosis,SAMEA7526188,155,4323573,0.25
1773.33385,1773,Mycobacterium tuberculosis,SAMEA7526192,99,4344169,0.06
1773.33387,1773,Mycobacterium tuberculosis,SAMEA7526193,89,4377500,0.50
1773.33386,1773,Mycobacterium tuberculosis,SAMEA7526194,151,4298092,0.25
1773.33391,1773,Mycobacterium tuberculosis,SAMEA7526195,103,4350728,0.03
1773.33390,1773,Mycobacterium tuberculosis,SAMEA7526196,107,4381306,0.25
1773.33393,1773,Mycobacterium tuberculosis,SAMEA7526197,119,4371389,0.50
1773.33392,1773,Mycobacterium tuberculosis,SAMEA7526198,85,4348852,0.50
1773.33394,1773,Mycobacterium tuberculosis,SAMEA7526199,85,4381632,0.06
1773.33406,1773,Mycobacterium tuberculosis,SAMEA7526200,113,4310528,0.25
1773.33395,1773,Mycobacterium tuberculosis,SAMEA7526201,108,4351448,0.06
1773.33396,1773,Mycobacterium tuberculosis,SAMEA7526202,91,4346449,1
1773.33399,1773,Mycobacterium tuberculosis,SAMEA7526203,92,4348595,0.125
1773.33401,1773,Mycobacterium tuberculosis,SAMEA7526205,100,4347411,0.5
1773.33398,1773,Mycobacterium tuberculosis,SAMEA7526206,105,4346035,0.5
1773.33397,1773,Mycobacterium tuberculosis,SAMEA7526207,91,4351168,1.00
1773.33402,1773,Mycobacterium tuberculosis,SAMEA7526208,80,4358303,0.5
1773.33400,1773,Mycobacterium tuberculosis,SAMEA7526209,82,4374333,0.25
1773.33403,1773,Mycobacterium tuberculosis,SAMEA7526211,76,4367444,0.5
1773.33404,1773,Mycobacterium tuberculosis,SAMEA7526212,71,4373713,0.06
1773.33405,1773,Mycobacterium tuberculosis,SAMEA7526214,94,4361645,0.5
1773.33407,1773,Mycobacterium tuberculosis,SAMEA7526215,108,4345605,0.5
1773.33409,1773,Mycobacterium tuberculosis,SAMEA7526216,97,4346059,0.25
1773.33408,1773,Mycobacterium tuberculosis,SAMEA7526217,84,4374256,0.25
1773.33411,1773,Mycobacterium tuberculosis,SAMEA7526219,115,4368697,0.06
1773.33410,1773,Mycobacterium tuberculosis,SAMEA7526220,143,4346164,0.5
1773.33412,1773,Mycobacterium tuberculosis,SAMEA7526221,97,4347306,0.12
1773.33413,1773,Mycobacterium tuberculosis,SAMEA7526222,112,4324766,0.25
1773.33414,1773,Mycobacterium tuberculosis,SAMEA7526223,121,4333756,0.5
1773.33415,1773,Mycobacterium tuberculosis,SAMEA7526224,144,4298997,0.125
1773.33416,1773,Mycobacterium tuberculosis,SAMEA7526226,76,4361774,0.06
1773.33417,1773,Mycobacterium tuberculosis,SAMEA7526228,91,4372266,1
1773.33418,1773,Mycobacterium tuberculosis,SAMEA7526229,65,4362832,0.25
1773.33420,1773,Mycobacterium tuberculosis,SAMEA7526230,91,4375143,0.125
1773.33419,1773,Mycobacterium tuberculosis,SAMEA7526231,97,4343624,0.5
1773.33421,1773,Mycobacterium tuberculosis,SAMEA7526232,101,4346489,0.50
1773.33422,1773,Mycobacterium tuberculosis,SAMEA7526233,101,4350892,0.25
1773.33424,1773,Mycobacterium tuberculosis,SAMEA7526235,135,4305506,0.25
1773.33423,1773,Mycobacterium tuberculosis,SAMEA7526236,99,4343712,0.125
1773.33426,1773,Mycobacterium tuberculosis,SAMEA7526237,95,4371749,0.5
1773.33425,1773,Mycobacterium tuberculosis,SAMEA7526238,117,4366787,0.12
1773.33429,1773,Mycobacterium tuberculosis,SAMEA7526240,107,4366414,0.25
1773.33428,1773,Mycobacterium tuberculosis,SAMEA7526241,117,4339939,0.50
1773.33427,1773,Mycobacterium tuberculosis,SAMEA7526242,146,4291167,0.25
1773.33430,1773,Mycobacterium tuberculosis,SAMEA7526243,91,4356884,0.06
1773.33431,1773,Mycobacterium tuberculosis,SAMEA7526245,99,4349089,0.25
1773.33432,1773,Mycobacterium tuberculosis,SAMEA7526246,103,4346372,0.5
1773.33433,1773,Mycobacterium tuberculosis,SAMEA7526247,94,4367751,0.25
1773.33434,1773,Mycobacterium tuberculosis,SAMEA7526248,103,4332219,0.06
1773.33435,1773,Mycobacterium tuberculosis,SAMEA7526249,87,4345560,0.5
1773.33438,1773,Mycobacterium tuberculosis,SAMEA7526250,91,4347427,0.25
1773.33437,1773,Mycobacterium tuberculosis,SAMEA7526251,78,4371827,0.25
1773.33436,1773,Mycobacterium tuberculosis,SAMEA7526254,91,4359748,0.5
1773.33439,1773,Mycobacterium tuberculosis,SAMEA7526255,96,4345674,0.50
1773.33440,1773,Mycobacterium tuberculosis,SAMEA7526256,84,4371811,0.25
1773.33442,1773,Mycobacterium tuberculosis,SAMEA7526257,103,4344994,0.25
1773.33441,1773,Mycobacterium tuberculosis,SAMEA7526258,106,4316852,0.12
1773.33443,1773,Mycobacterium tuberculosis,SAMEA7526259,90,4382867,0.5
1773.33444,1773,Mycobacterium tuberculosis,SAMEA7526260,110,4360523,0.5
1773.33446,1773,Mycobacterium tuberculosis,SAMEA7526261,99,4367602,0.125
1773.33445,1773,Mycobacterium tuberculosis,SAMEA7526262,112,4366898,0.5
1773.33448,1773,Mycobacterium tuberculosis,SAMEA7526263,91,4350101,0.12
1773.33447,1773,Mycobacterium tuberculosis,SAMEA7526266,88,4369411,0.50
1773.33450,1773,Mycobacterium tuberculosis,SAMEA7526267,97,4373398,0.50
1773.33451,1773,Mycobacterium tuberculosis,SAMEA7526268,93,4346398,0.25
1773.33449,1773,Mycobacterium tuberculosis,SAMEA7526269,96,4374827,0.5
1773.33453,1773,Mycobacterium tuberculosis,SAMEA7526270,92,4344898,0.5
1773.33452,1773,Mycobacterium tuberculosis,SAMEA7526271,83,4383288,1
1773.33454,1773,Mycobacterium tuberculosis,SAMEA7526273,117,4356208,1
1773.33455,1773,Mycobacterium tuberculosis,SAMEA7526274,98,4372627,1.00
1773.33463,1773,Mycobacterium tuberculosis,SAMEA7526276,99,4373584,0.5
1773.33464,1773,Mycobacterium tuberculosis,SAMEA7526284,105,4341390,0.5
1773.33456,1773,Mycobacterium tuberculosis,SAMEA7526285,100,4346620,0.5
1773.33465,1773,Mycobacterium tuberculosis,SAMEA7526287,102,4338725,0.5
1773.33457,1773,Mycobacterium tuberculosis,SAMEA7526288,98,4346664,0.50
1773.33458,1773,Mycobacterium tuberculosis,SAMEA7526291,100,4344748,0.5
1773.33459,1773,Mycobacterium tuberculosis,SAMEA7526292,122,4376999,0.06
1773.33460,1773,Mycobacterium tuberculosis,SAMEA7526293,113,4338518,0.25
1773.33461,1773,Mycobacterium tuberculosis,SAMEA7526294,97,4369024,0.06
1773.33462,1773,Mycobacterium tuberculosis,SAMEA7526295,107,4345613,0.25
1773.33466,1773,Mycobacterium tuberculosis,SAMEA7526296,91,4362727,0.5
1773.33467,1773,Mycobacterium tuberculosis,SAMEA7526297,104,4353941,1
1773.33468,1773,Mycobacterium tuberculosis,SAMEA7526299,89,4359175,0.5
1773.33469,1773,Mycobacterium tuberculosis,SAMEA7526300,84,4365577,0.5
1773.33470,1773,Mycobacterium tuberculosis,SAMEA7526301,79,4369085,0.50
1773.33471,1773,Mycobacterium tuberculosis,SAMEA7526302,90,4380037,0.50
1773.33473,1773,Mycobacterium tuberculosis,SAMEA7526304,94,4344048,0.50
1773.33472,1773,Mycobacterium tuberculosis,SAMEA7526305,121,4367772,0.5
1773.33475,1773,Mycobacterium tuberculosis,SAMEA7526306,109,4346149,0.125
1773.33474,1773,Mycobacterium tuberculosis,SAMEA7526308,98,4354224,0.25
1773.33476,1773,Mycobacterium tuberculosis,SAMEA7526309,109,4368836,0.50
1773.33478,1773,Mycobacterium tuberculosis,SAMEA7526310,102,4362862,1.00
1773.33479,1773,Mycobacterium tuberculosis,SAMEA7526312,98,4347450,0.06
1773.33477,1773,Mycobacterium tuberculosis,SAMEA7526313,108,4359521,0.25
1773.33482,1773,Mycobacterium tuberculosis,SAMEA7526314,99,4373323,0.12
1773.33480,1773,Mycobacterium tuberculosis,SAMEA7526315,96,4346870,0.5
1773.33483,1773,Mycobacterium tuberculosis,SAMEA7526316,90,4344269,0.25
1773.33481,1773,Mycobacterium tuberculosis,SAMEA7526317,86,4379645,0.5
1773.33484,1773,Mycobacterium tuberculosis,SAMEA7526319,95,4384684,0.06
1773.33485,1773,Mycobacterium tuberculosis,SAMEA7526320,96,4374703,0.5
1773.33488,1773,Mycobacterium tuberculosis,SAMEA7526322,99,4369523,0.50
1773.33486,1773,Mycobacterium tuberculosis,SAMEA7526325,105,4348959,0.25
1773.33487,1773,Mycobacterium tuberculosis,SAMEA7526326,101,4366036,0.50
1773.33489,1773,Mycobacterium tuberculosis,SAMEA7526334,98,4361163,0.5
1773.33490,1773,Mycobacterium tuberculosis,SAMEA7526335,88,4385391,4.00
1773.33491,1773,Mycobacterium tuberculosis,SAMEA7526371,101,4351552,0.5
1773.33493,1773,Mycobacterium tuberculosis,SAMEA7526372,93,4379533,0.50
1773.33492,1773,Mycobacterium tuberculosis,SAMEA7526373,93,4349508,0.50
1773.33494,1773,Mycobacterium tuberculosis,SAMEA7526374,133,4314693,0.125
1773.33495,1773,Mycobacterium tuberculosis,SAMEA7526375,101,4376322,0.25
1773.33497,1773,Mycobacterium tuberculosis,SAMEA7526377,96,4343923,0.25
1773.33496,1773,Mycobacterium tuberculosis,SAMEA7526378,86,4362363,1.00
1773.33498,1773,Mycobacterium tuberculosis,SAMEA7526379,103,4341569,0.125
1773.33499,1773,Mycobacterium tuberculosis,SAMEA7526380,111,4345911,0.06
1773.33501,1773,Mycobacterium tuberculosis,SAMEA7526381,78,4359736,0.125
1773.33500,1773,Mycobacterium tuberculosis,SAMEA7526382,141,4299810,0.06
1773.33503,1773,Mycobacterium tuberculosis,SAMEA7526384,101,4343226,0.06
1773.33505,1773,Mycobacterium tuberculosis,SAMEA7526385,91,4373263,0.125
1773.33506,1773,Mycobacterium tuberculosis,SAMEA7526386,95,4368430,0.125
1773.33504,1773,Mycobacterium tuberculosis,SAMEA7526387,105,4346097,0.50
1773.33502,1773,Mycobacterium tuberculosis,SAMEA7526388,89,4363274,2
1773.33508,1773,Mycobacterium tuberculosis,SAMEA7526389,103,4342426,0.12
