Genome ID,NCBI Taxon ID,Species,BioSample Accession,Contigs,Size,MIC,in_downloads,calc_R_S
1773.32747,1773.0,Mycobacterium tuberculosis,SAMEA7525398,118.0,4347653.0,0.5,True,S
1773.3275,1773.0,Mycobacterium tuberculosis,SAMEA7525400,161.0,4361099.0,0.25,True,S
1773.32749,1773.0,Mycobacterium tuberculosis,SAMEA7525402,110.0,4342591.0,0.5,True,S
1773.32746,1773.0,Mycobacterium tuberculosis,SAMEA7525404,147.0,4362095.0,0.125,True,S
1773.32748,1773.0,Mycobacterium tuberculosis,SAMEA7525405,112.0,4374426.0,0.125,True,S
1773.32753,1773.0,Mycobacterium tuberculosis,SAMEA7525406,155.0,4348950.0,0.25,True,S
1773.32751,1773.0,Mycobacterium tuberculosis,SAMEA7525407,129.0,4292211.0,0.25,True,S
1773.32752,1773.0,Mycobacterium tuberculosis,SAMEA7525408,117.0,4365690.0,0.25,True,S
1773.32759,1773.0,Mycobacterium tuberculosis,SAMEA7525410,113.0,4377100.0,0.12,True,S
1773.32757,1773.0,Mycobacterium tuberculosis,SAMEA7525411,119.0,4343650.0,0.125,True,S
1773.3276,1773.0,Mycobacterium tuberculosis,SAMEA7525412,152.0,4352343.0,0.5,True,S
1773.32755,1773.0,Mycobacterium tuberculosis,SAMEA7525413,142.0,4372520.0,0.25,True,S
1773.32756,1773.0,Mycobacterium tuberculosis,SAMEA7525414,178.0,4335342.0,0.5,True,S
1773.32758,1773.0,Mycobacterium tuberculosis,SAMEA7525415,143.0,4335583.0,1.0,True,S
1773.32754,1773.0,Mycobacterium tuberculosis,SAMEA7525416,162.0,4361680.0,0.5,True,S
1773.32761,1773.0,Mycobacterium tuberculosis,SAMEA7525417,163.0,4340016.0,0.06,True,S
1773.32762,1773.0,Mycobacterium tuberculosis,SAMEA7525418,156.0,4339089.0,0.25,True,S
1773.32763,1773.0,Mycobacterium tuberculosis,SAMEA7525419,155.0,4337340.0,0.06,True,S
1773.32764,1773.0,Mycobacterium tuberculosis,SAMEA7525420,153.0,4353134.0,0.125,True,S
1773.32765,1773.0,Mycobacterium tuberculosis,SAMEA7525421,162.0,4338436.0,0.25,True,S
1773.32768,1773.0,Mycobacterium tuberculosis,SAMEA7525422,137.0,4329269.0,0.125,True,S
1773.32769,1773.0,Mycobacterium tuberculosis,SAMEA7525423,162.0,4337034.0,0.125,True,S
1773.3277,1773.0,Mycobacterium tuberculosis,SAMEA7525424,148.0,4361708.0,0.125,True,S
1773.43096,1773.0,Mycobacterium tuberculosis,SAMEA7525425,161.0,4302727.0,0.25,True,S
1773.32767,1773.0,Mycobacterium tuberculosis,SAMEA7525426,111.0,4347588.0,0.25,True,S
1773.32766,1773.0,Mycobacterium tuberculosis,SAMEA7525427,142.0,4335587.0,0.5,True,S
1773.32774,1773.0,Mycobacterium tuberculosis,SAMEA7525428,155.0,4374653.0,0.5,True,S
1773.32773,1773.0,Mycobacterium tuberculosis,SAMEA7525429,136.0,4347978.0,0.5,True,S
1773.43097,1773.0,Mycobacterium tuberculosis,SAMEA7525430,148.0,4357657.0,0.5,True,S
1773.32772,1773.0,Mycobacterium tuberculosis,SAMEA7525431,161.0,4357857.0,0.25,True,S
1773.32771,1773.0,Mycobacterium tuberculosis,SAMEA7525432,146.0,4363553.0,0.25,True,S
1773.32775,1773.0,Mycobacterium tuberculosis,SAMEA7525433,166.0,4338305.0,0.25,True,S
1773.32776,1773.0,Mycobacterium tuberculosis,SAMEA7525434,161.0,4337433.0,0.5,True,S
1773.32779,1773.0,Mycobacterium tuberculosis,SAMEA7525435,146.0,4341419.0,0.25,True,S
1773.32777,1773.0,Mycobacterium tuberculosis,SAMEA7525436,150.0,4334951.0,0.5,True,S
1773.32778,1773.0,Mycobacterium tuberculosis,SAMEA7525437,379.0,4270122.0,0.25,True,S
1773.3278,1773.0,Mycobacterium tuberculosis,SAMEA7525438,166.0,4277241.0,1.0,True,S
1773.32782,1773.0,Mycobacterium tuberculosis,SAMEA7525439,188.0,4284264.0,0.25,True,S
1773.32783,1773.0,Mycobacterium tuberculosis,SAMEA7525440,170.0,4307302.0,0.5,True,S
1773.32784,1773.0,Mycobacterium tuberculosis,SAMEA7525441,158.0,4320140.0,0.25,True,S
1773.32781,1773.0,Mycobacterium tuberculosis,SAMEA7525444,185.0,4318154.0,0.12,True,S
1773.32785,1773.0,Mycobacterium tuberculosis,SAMEA7525446,176.0,4316845.0,0.5,True,S
1773.32788,1773.0,Mycobacterium tuberculosis,SAMEA7525447,192.0,4288618.0,0.06,True,S
1773.32789,1773.0,Mycobacterium tuberculosis,SAMEA7525448,160.0,4305900.0,0.25,True,S
1773.32787,1773.0,Mycobacterium tuberculosis,SAMEA7525449,181.0,4277274.0,0.06,True,S
1773.32786,1773.0,Mycobacterium tuberculosis,SAMEA7525450,153.0,4301525.0,0.12,True,S
1773.3279,1773.0,Mycobacterium tuberculosis,SAMEA7525451,180.0,4311660.0,0.25,True,S
1773.32795,1773.0,Mycobacterium tuberculosis,SAMEA7525452,182.0,4310829.0,2.0,True,R
1773.32792,1773.0,Mycobacterium tuberculosis,SAMEA7525454,189.0,4287941.0,0.5,True,S
1773.32794,1773.0,Mycobacterium tuberculosis,SAMEA7525455,163.0,4304746.0,0.06,True,S
1773.32793,1773.0,Mycobacterium tuberculosis,SAMEA7525456,175.0,4271866.0,0.25,True,S
1773.32791,1773.0,Mycobacterium tuberculosis,SAMEA7525457,178.0,4303419.0,0.12,True,S
1773.32796,1773.0,Mycobacterium tuberculosis,SAMEA7525458,184.0,4285979.0,0.5,True,S
1773.32797,1773.0,Mycobacterium tuberculosis,SAMEA7525459,180.0,4297457.0,0.25,True,S
1773.32798,1773.0,Mycobacterium tuberculosis,SAMEA7525460,212.0,4291502.0,0.5,True,S
1773.32799,1773.0,Mycobacterium tuberculosis,SAMEA7525461,169.0,4308019.0,0.125,True,S
1773.328,1773.0,Mycobacterium tuberculosis,SAMEA7525462,165.0,4300882.0,0.25,True,S
1773.32801,1773.0,Mycobacterium tuberculosis,SAMEA7525463,203.0,4265308.0,0.25,True,S
1773.32802,1773.0,Mycobacterium tuberculosis,SAMEA7525464,196.0,4281531.0,0.06,True,S
1773.32803,1773.0,Mycobacterium tuberculosis,SAMEA7525465,187.0,4284402.0,0.5,True,S
1773.32804,1773.0,Mycobacterium tuberculosis,SAMEA7525466,191.0,4298464.0,0.25,True,S
1773.32806,1773.0,Mycobacterium tuberculosis,SAMEA7525467,200.0,4289851.0,0.125,True,S
1773.32805,1773.0,Mycobacterium tuberculosis,SAMEA7525468,202.0,4289333.0,0.125,True,S
1773.32807,1773.0,Mycobacterium tuberculosis,SAMEA7525469,200.0,4291496.0,0.25,True,S
1773.32808,1773.0,Mycobacterium tuberculosis,SAMEA7525470,196.0,4272684.0,0.25,True,S
1773.3281,1773.0,Mycobacterium tuberculosis,SAMEA7525472,189.0,4302977.0,0.5,True,S
1773.32809,1773.0,Mycobacterium tuberculosis,SAMEA7525474,170.0,4315300.0,0.5,True,S
1773.32811,1773.0,Mycobacterium tuberculosis,SAMEA7525475,195.0,4330506.0,0.125,True,S
1773.32812,1773.0,Mycobacterium tuberculosis,SAMEA7525476,163.0,4326496.0,0.5,True,S
1773.32813,1773.0,Mycobacterium tuberculosis,SAMEA7525477,167.0,4330305.0,0.125,True,S
1773.32814,1773.0,Mycobacterium tuberculosis,SAMEA7525478,187.0,4298337.0,0.5,True,S
1773.32817,1773.0,Mycobacterium tuberculosis,SAMEA7525479,193.0,4288221.0,0.5,True,S
1773.32816,1773.0,Mycobacterium tuberculosis,SAMEA7525480,164.0,4293020.0,0.12,True,S
1773.32815,1773.0,Mycobacterium tuberculosis,SAMEA7525481,159.0,4310567.0,0.5,True,S
1773.32818,1773.0,Mycobacterium tuberculosis,SAMEA7525482,128.0,4344680.0,1.0,True,S
1773.32819,1773.0,Mycobacterium tuberculosis,SAMEA7525483,181.0,4237444.0,0.125,True,S
1773.3282,1773.0,Mycobacterium tuberculosis,SAMEA7525484,147.0,4314878.0,0.5,True,S
1773.32821,1773.0,Mycobacterium tuberculosis,SAMEA7525485,184.0,4368576.0,0.25,True,S
1773.32823,1773.0,Mycobacterium tuberculosis,SAMEA7525486,195.0,4336467.0,1.0,True,S
1773.32824,1773.0,Mycobacterium tuberculosis,SAMEA7525487,178.0,4339046.0,0.5,True,S
1773.32822,1773.0,Mycobacterium tuberculosis,SAMEA7525488,146.0,4322528.0,0.5,True,S
1773.32827,1773.0,Mycobacterium tuberculosis,SAMEA7525489,186.0,4335137.0,0.06,True,S
1773.32826,1773.0,Mycobacterium tuberculosis,SAMEA7525490,181.0,4334531.0,0.5,True,S
1773.32829,1773.0,Mycobacterium tuberculosis,SAMEA7525491,160.0,4310152.0,0.5,True,S
1773.32828,1773.0,Mycobacterium tuberculosis,SAMEA7525492,193.0,4323904.0,0.06,True,S
1773.32825,1773.0,Mycobacterium tuberculosis,SAMEA7525493,280.0,4285501.0,0.25,True,S
1773.32843,1773.0,Mycobacterium tuberculosis,SAMEA7525494,152.0,4318932.0,0.5,True,S
1773.32835,1773.0,Mycobacterium tuberculosis,SAMEA7525495,159.0,4341353.0,0.25,True,S
1773.32836,1773.0,Mycobacterium tuberculosis,SAMEA7525496,181.0,4356944.0,0.06,True,S
1773.32842,1773.0,Mycobacterium tuberculosis,SAMEA7525497,155.0,4299905.0,0.25,True,S
1773.32841,1773.0,Mycobacterium tuberculosis,SAMEA7525499,137.0,4307084.0,0.5,True,S
1773.32838,1773.0,Mycobacterium tuberculosis,SAMEA7525500,193.0,4340332.0,0.25,True,S
1773.32837,1773.0,Mycobacterium tuberculosis,SAMEA7525501,148.0,4291780.0,1.0,True,S
1773.3284,1773.0,Mycobacterium tuberculosis,SAMEA7525502,168.0,4326399.0,0.5,True,S
1773.32839,1773.0,Mycobacterium tuberculosis,SAMEA7525504,142.0,4311399.0,0.25,True,S
1773.32847,1773.0,Mycobacterium tuberculosis,SAMEA7525505,136.0,4321338.0,0.5,True,S
1773.32846,1773.0,Mycobacterium tuberculosis,SAMEA7525506,166.0,4329310.0,1.0,True,S
1773.32845,1773.0,Mycobacterium tuberculosis,SAMEA7525507,151.0,4301647.0,0.5,True,S
1773.32844,1773.0,Mycobacterium tuberculosis,SAMEA7525508,258.0,4277563.0,0.5,True,S
1773.32848,1773.0,Mycobacterium tuberculosis,SAMEA7525509,165.0,4302591.0,0.25,True,S
1773.32833,1773.0,Mycobacterium tuberculosis,SAMEA7525510,167.0,4312546.0,0.25,True,S
1773.32831,1773.0,Mycobacterium tuberculosis,SAMEA7525511,151.0,4308278.0,0.5,True,S
1773.3283,1773.0,Mycobacterium tuberculosis,SAMEA7525512,140.0,4325133.0,0.25,True,S
1773.32834,1773.0,Mycobacterium tuberculosis,SAMEA7525513,189.0,4356484.0,0.25,True,S
1773.32832,1773.0,Mycobacterium tuberculosis,SAMEA7525514,163.0,4333033.0,0.25,True,S
1773.32849,1773.0,Mycobacterium tuberculosis,SAMEA7525515,173.0,4328241.0,0.25,True,S
1773.3285,1773.0,Mycobacterium tuberculosis,SAMEA7525516,177.0,4329094.0,0.5,True,S
1773.32851,1773.0,Mycobacterium tuberculosis,SAMEA7525517,151.0,4307606.0,0.5,True,S
1773.32854,1773.0,Mycobacterium tuberculosis,SAMEA7525519,190.0,4328330.0,0.125,True,S
1773.32852,1773.0,Mycobacterium tuberculosis,SAMEA7525520,164.0,4294567.0,0.125,True,S
1773.32853,1773.0,Mycobacterium tuberculosis,SAMEA7525521,167.0,4300821.0,0.5,True,S
1773.32855,1773.0,Mycobacterium tuberculosis,SAMEA7525522,148.0,4343472.0,0.5,True,S
1773.32856,1773.0,Mycobacterium tuberculosis,SAMEA7525523,103.0,4366780.0,0.5,True,S
1773.32858,1773.0,Mycobacterium tuberculosis,SAMEA7525524,169.0,4315161.0,1.0,True,S
1773.32857,1773.0,Mycobacterium tuberculosis,SAMEA7525525,155.0,4329653.0,0.5,True,S
1773.32865,1773.0,Mycobacterium tuberculosis,SAMEA7525526,126.0,4345771.0,0.5,True,S
1773.32862,1773.0,Mycobacterium tuberculosis,SAMEA7525527,127.0,4305604.0,0.06,True,S
1773.32868,1773.0,Mycobacterium tuberculosis,SAMEA7525528,130.0,4344532.0,0.5,True,S
1773.32867,1773.0,Mycobacterium tuberculosis,SAMEA7525529,138.0,4271216.0,0.25,True,S
1773.32859,1773.0,Mycobacterium tuberculosis,SAMEA7525530,211.0,4321046.0,0.5,True,S
1773.3286,1773.0,Mycobacterium tuberculosis,SAMEA7525531,125.0,4342549.0,0.5,True,S
1773.32861,1773.0,Mycobacterium tuberculosis,SAMEA7525533,168.0,4341948.0,1.0,True,S
1773.32866,1773.0,Mycobacterium tuberculosis,SAMEA7525534,182.0,4307174.0,0.5,True,S
1773.32863,1773.0,Mycobacterium tuberculosis,SAMEA7525536,162.0,4369539.0,0.5,True,S
1773.32864,1773.0,Mycobacterium tuberculosis,SAMEA7525537,160.0,4316604.0,0.25,True,S
1773.32869,1773.0,Mycobacterium tuberculosis,SAMEA7525538,285.0,4288512.0,0.125,True,S
1773.3287,1773.0,Mycobacterium tuberculosis,SAMEA7525539,125.0,4370275.0,0.5,True,S
1773.32875,1773.0,Mycobacterium tuberculosis,SAMEA7525540,163.0,4298522.0,0.25,True,S
1773.32874,1773.0,Mycobacterium tuberculosis,SAMEA7525541,177.0,4295880.0,0.125,True,S
1773.32873,1773.0,Mycobacterium tuberculosis,SAMEA7525543,130.0,4343512.0,0.25,True,S
1773.32872,1773.0,Mycobacterium tuberculosis,SAMEA7525544,212.0,4301430.0,0.5,True,S
1773.32871,1773.0,Mycobacterium tuberculosis,SAMEA7525545,301.0,4269124.0,0.03,True,S
1773.32877,1773.0,Mycobacterium tuberculosis,SAMEA7525546,137.0,4315357.0,0.03,True,S
1773.32878,1773.0,Mycobacterium tuberculosis,SAMEA7525547,143.0,4321227.0,0.5,True,S
1773.32876,1773.0,Mycobacterium tuberculosis,SAMEA7525548,183.0,4360222.0,0.5,True,S
1773.32881,1773.0,Mycobacterium tuberculosis,SAMEA7525549,167.0,4334773.0,0.25,True,S
1773.3288,1773.0,Mycobacterium tuberculosis,SAMEA7525550,117.0,4358365.0,1.0,True,S
1773.32879,1773.0,Mycobacterium tuberculosis,SAMEA7525551,135.0,4368114.0,1.0,True,S
1773.32883,1773.0,Mycobacterium tuberculosis,SAMEA7525552,156.0,4289763.0,0.5,True,S
1773.32882,1773.0,Mycobacterium tuberculosis,SAMEA7525555,121.0,4343842.0,0.125,True,S
1773.32885,1773.0,Mycobacterium tuberculosis,SAMEA7525556,116.0,4374709.0,0.06,True,S
1773.32884,1773.0,Mycobacterium tuberculosis,SAMEA7525557,191.0,4333477.0,0.25,True,S
1773.32888,1773.0,Mycobacterium tuberculosis,SAMEA7525559,159.0,4309396.0,0.5,True,S
1773.32887,1773.0,Mycobacterium tuberculosis,SAMEA7525560,114.0,4343750.0,0.125,True,S
1773.32886,1773.0,Mycobacterium tuberculosis,SAMEA7525561,295.0,4237789.0,0.5,True,S
1773.32892,1773.0,Mycobacterium tuberculosis,SAMEA7525562,178.0,4310857.0,0.5,True,S
1773.32891,1773.0,Mycobacterium tuberculosis,SAMEA7525563,180.0,4357511.0,0.25,True,S
1773.32894,1773.0,Mycobacterium tuberculosis,SAMEA7525564,185.0,4307804.0,1.0,True,S
1773.32893,1773.0,Mycobacterium tuberculosis,SAMEA7525565,104.0,4368040.0,0.5,True,S
1773.3289,1773.0,Mycobacterium tuberculosis,SAMEA7525566,189.0,4292746.0,0.12,True,S
1773.32889,1773.0,Mycobacterium tuberculosis,SAMEA7525569,148.0,4364256.0,0.25,True,S
1773.32895,1773.0,Mycobacterium tuberculosis,SAMEA7525570,159.0,4371452.0,0.5,True,S
1773.32896,1773.0,Mycobacterium tuberculosis,SAMEA7525571,401.0,4250068.0,0.06,True,S
1773.32897,1773.0,Mycobacterium tuberculosis,SAMEA7525573,355.0,4283479.0,0.5,True,S
1773.329,1773.0,Mycobacterium tuberculosis,SAMEA7525575,157.0,4291745.0,0.5,True,S
1773.32898,1773.0,Mycobacterium tuberculosis,SAMEA7525576,315.0,4222002.0,0.25,True,S
1773.32899,1773.0,Mycobacterium tuberculosis,SAMEA7525577,175.0,4299695.0,0.5,True,S
1773.32902,1773.0,Mycobacterium tuberculosis,SAMEA7525578,193.0,4316127.0,0.25,True,S
1773.32901,1773.0,Mycobacterium tuberculosis,SAMEA7525580,151.0,4381509.0,0.25,True,S
1773.32903,1773.0,Mycobacterium tuberculosis,SAMEA7525581,259.0,4299718.0,0.5,True,S
1773.32904,1773.0,Mycobacterium tuberculosis,SAMEA7525582,130.0,4343638.0,0.5,True,S
1773.32905,1773.0,Mycobacterium tuberculosis,SAMEA7525584,301.0,4240599.0,0.5,True,S
1773.32906,1773.0,Mycobacterium tuberculosis,SAMEA7525585,111.0,4381124.0,0.5,True,S
1773.32909,1773.0,Mycobacterium tuberculosis,SAMEA7525586,239.0,4299685.0,0.25,True,S
1773.3291,1773.0,Mycobacterium tuberculosis,SAMEA7525587,173.0,4348287.0,0.5,True,S
1773.32911,1773.0,Mycobacterium tuberculosis,SAMEA7525588,192.0,4361233.0,0.25,True,S
1773.32908,1773.0,Mycobacterium tuberculosis,SAMEA7525589,828.0,4248500.0,0.25,True,S
1773.32907,1773.0,Mycobacterium tuberculosis,SAMEA7525592,267.0,4312526.0,0.5,True,S
1773.32914,1773.0,Mycobacterium tuberculosis,SAMEA7525593,197.0,4333075.0,0.5,True,S
1773.32913,1773.0,Mycobacterium tuberculosis,SAMEA7525594,159.0,4374764.0,0.06,True,S
1773.32912,1773.0,Mycobacterium tuberculosis,SAMEA7525597,205.0,4278762.0,0.5,True,S
1773.32919,1773.0,Mycobacterium tuberculosis,SAMEA7525598,205.0,4330587.0,0.06,True,S
1773.32917,1773.0,Mycobacterium tuberculosis,SAMEA7525599,181.0,4300782.0,0.5,True,S
1773.32915,1773.0,Mycobacterium tuberculosis,SAMEA7525600,187.0,4286591.0,0.5,True,S
1773.32916,1773.0,Mycobacterium tuberculosis,SAMEA7525601,171.0,4361120.0,0.03,True,S
1773.32918,1773.0,Mycobacterium tuberculosis,SAMEA7525602,144.0,4311089.0,0.125,True,S
1773.3292,1773.0,Mycobacterium tuberculosis,SAMEA7525603,322.0,4277461.0,0.5,True,S
1773.32921,1773.0,Mycobacterium tuberculosis,SAMEA7525604,174.0,4315880.0,0.5,True,S
1773.32922,1773.0,Mycobacterium tuberculosis,SAMEA7525605,176.0,4293457.0,0.5,True,S
1773.32923,1773.0,Mycobacterium tuberculosis,SAMEA7525606,135.0,4375266.0,0.5,True,S
1773.32925,1773.0,Mycobacterium tuberculosis,SAMEA7525607,185.0,4280791.0,0.25,True,S
1773.32927,1773.0,Mycobacterium tuberculosis,SAMEA7525608,133.0,4345114.0,0.5,True,S
1773.32924,1773.0,Mycobacterium tuberculosis,SAMEA7525609,113.0,4358434.0,0.5,True,S
1773.32928,1773.0,Mycobacterium tuberculosis,SAMEA7525610,191.0,4299533.0,0.25,True,S
1773.32926,1773.0,Mycobacterium tuberculosis,SAMEA7525611,326.0,4255930.0,0.25,True,S
1773.32929,1773.0,Mycobacterium tuberculosis,SAMEA7525612,237.0,4322897.0,0.5,True,S
1773.3293,1773.0,Mycobacterium tuberculosis,SAMEA7525613,126.0,4339512.0,0.5,True,S
1773.32932,1773.0,Mycobacterium tuberculosis,SAMEA7525614,134.0,4345346.0,0.5,True,S
1773.32931,1773.0,Mycobacterium tuberculosis,SAMEA7525615,197.0,4366542.0,0.25,True,S
1773.32934,1773.0,Mycobacterium tuberculosis,SAMEA7525617,199.0,4307258.0,0.5,True,S
1773.32933,1773.0,Mycobacterium tuberculosis,SAMEA7525619,121.0,4358739.0,0.5,True,S
1773.32935,1773.0,Mycobacterium tuberculosis,SAMEA7525620,127.0,4371468.0,0.5,True,S
1773.32936,1773.0,Mycobacterium tuberculosis,SAMEA7525621,187.0,4344737.0,1.0,True,S
1773.3294,1773.0,Mycobacterium tuberculosis,SAMEA7525622,199.0,4312776.0,0.5,True,S
1773.32937,1773.0,Mycobacterium tuberculosis,SAMEA7525623,192.0,4331034.0,0.25,True,S
1773.32939,1773.0,Mycobacterium tuberculosis,SAMEA7525624,138.0,4343676.0,0.5,True,S
1773.32938,1773.0,Mycobacterium tuberculosis,SAMEA7525625,130.0,4342258.0,0.5,True,S
1773.32941,1773.0,Mycobacterium tuberculosis,SAMEA7525626,180.0,4266231.0,0.5,True,S
1773.32942,1773.0,Mycobacterium tuberculosis,SAMEA7525628,302.0,4269379.0,4.0,True,R
1773.32944,1773.0,Mycobacterium tuberculosis,SAMEA7525629,172.0,4361766.0,0.5,True,S
1773.32943,1773.0,Mycobacterium tuberculosis,SAMEA7525630,199.0,4339776.0,0.5,True,S
1773.32946,1773.0,Mycobacterium tuberculosis,SAMEA7525632,193.0,4332020.0,1.0,True,S
1773.32948,1773.0,Mycobacterium tuberculosis,SAMEA7525633,185.0,4302790.0,0.5,True,S
1773.32947,1773.0,Mycobacterium tuberculosis,SAMEA7525634,243.0,4345992.0,0.5,True,S
1773.32945,1773.0,Mycobacterium tuberculosis,SAMEA7525636,134.0,4356897.0,0.25,True,S
1773.32949,1773.0,Mycobacterium tuberculosis,SAMEA7525638,237.0,4230215.0,0.12,True,S
1773.3295,1773.0,Mycobacterium tuberculosis,SAMEA7525641,185.0,4335755.0,0.5,True,S
1773.32951,1773.0,Mycobacterium tuberculosis,SAMEA7525642,285.0,4307337.0,0.5,True,S
1773.32952,1773.0,Mycobacterium tuberculosis,SAMEA7525644,174.0,4302493.0,0.5,True,S
1773.32953,1773.0,Mycobacterium tuberculosis,SAMEA7525645,186.0,4329619.0,0.5,True,S
1773.32954,1773.0,Mycobacterium tuberculosis,SAMEA7525646,115.0,4376701.0,0.5,True,S
1773.32956,1773.0,Mycobacterium tuberculosis,SAMEA7525648,182.0,4300316.0,0.25,True,S
1773.32955,1773.0,Mycobacterium tuberculosis,SAMEA7525649,174.0,4343379.0,0.5,True,S
1773.32958,1773.0,Mycobacterium tuberculosis,SAMEA7525650,128.0,4344261.0,0.5,True,S
1773.32957,1773.0,Mycobacterium tuberculosis,SAMEA7525651,178.0,4350033.0,0.5,True,S
1773.32959,1773.0,Mycobacterium tuberculosis,SAMEA7525652,123.0,4366565.0,0.5,True,S
1773.32961,1773.0,Mycobacterium tuberculosis,SAMEA7525653,119.0,4342759.0,0.5,True,S
1773.3296,1773.0,Mycobacterium tuberculosis,SAMEA7525654,112.0,4372352.0,1.0,True,S
1773.32962,1773.0,Mycobacterium tuberculosis,SAMEA7525655,182.0,4335038.0,0.5,True,S
1773.32963,1773.0,Mycobacterium tuberculosis,SAMEA7525657,207.0,4321778.0,0.5,True,S
1773.32964,1773.0,Mycobacterium tuberculosis,SAMEA7525658,128.0,4343625.0,0.5,True,S
1773.32966,1773.0,Mycobacterium tuberculosis,SAMEA7525659,122.0,4363429.0,0.06,True,S
1773.32965,1773.0,Mycobacterium tuberculosis,SAMEA7525660,181.0,4286832.0,0.5,True,S
1773.32969,1773.0,Mycobacterium tuberculosis,SAMEA7525661,132.0,4348306.0,0.5,True,S
1773.32968,1773.0,Mycobacterium tuberculosis,SAMEA7525662,109.0,4350224.0,0.5,True,S
1773.32967,1773.0,Mycobacterium tuberculosis,SAMEA7525663,121.0,4371607.0,2.0,True,R
1773.3297,1773.0,Mycobacterium tuberculosis,SAMEA7525665,106.0,4348587.0,1.0,True,S
1773.32971,1773.0,Mycobacterium tuberculosis,SAMEA7525666,128.0,4345680.0,0.5,True,S
1773.32972,1773.0,Mycobacterium tuberculosis,SAMEA7525667,220.0,4343373.0,1.0,True,S
1773.32973,1773.0,Mycobacterium tuberculosis,SAMEA7525668,188.0,4336853.0,0.5,True,S
1773.32974,1773.0,Mycobacterium tuberculosis,SAMEA7525671,117.0,4370850.0,0.5,True,S
1773.32976,1773.0,Mycobacterium tuberculosis,SAMEA7525672,129.0,4347107.0,0.25,True,S
1773.32975,1773.0,Mycobacterium tuberculosis,SAMEA7525673,124.0,4348949.0,0.5,True,S
1773.32977,1773.0,Mycobacterium tuberculosis,SAMEA7525674,228.0,4302995.0,0.5,True,S
1773.32978,1773.0,Mycobacterium tuberculosis,SAMEA7525675,168.0,4321905.0,0.5,True,S
1773.32979,1773.0,Mycobacterium tuberculosis,SAMEA7525676,98.0,4361578.0,0.5,True,S
1773.3298,1773.0,Mycobacterium tuberculosis,SAMEA7525677,114.0,4370638.0,0.5,True,S
1773.32981,1773.0,Mycobacterium tuberculosis,SAMEA7525678,109.0,4373651.0,0.5,True,S
1773.32982,1773.0,Mycobacterium tuberculosis,SAMEA7525679,126.0,4344227.0,1.0,True,S
1773.32983,1773.0,Mycobacterium tuberculosis,SAMEA7525680,130.0,4379020.0,1.0,True,S
1773.32985,1773.0,Mycobacterium tuberculosis,SAMEA7525681,210.0,4339688.0,0.5,True,S
1773.32984,1773.0,Mycobacterium tuberculosis,SAMEA7525682,193.0,4350114.0,1.0,True,S
1773.32987,1773.0,Mycobacterium tuberculosis,SAMEA7525684,116.0,4359404.0,0.25,True,S
1773.32988,1773.0,Mycobacterium tuberculosis,SAMEA7525685,112.0,4370689.0,0.25,True,S
1773.32986,1773.0,Mycobacterium tuberculosis,SAMEA7525686,126.0,4342172.0,0.25,True,S
1773.3299,1773.0,Mycobacterium tuberculosis,SAMEA7525687,102.0,4376490.0,0.25,True,S
1773.32989,1773.0,Mycobacterium tuberculosis,SAMEA7525688,124.0,4370496.0,0.5,True,S
1773.32995,1773.0,Mycobacterium tuberculosis,SAMEA7525689,126.0,4345656.0,0.5,True,S
1773.32994,1773.0,Mycobacterium tuberculosis,SAMEA7525690,131.0,4344950.0,0.25,True,S
1773.32993,1773.0,Mycobacterium tuberculosis,SAMEA7525691,133.0,4363129.0,0.5,True,S
1773.32991,1773.0,Mycobacterium tuberculosis,SAMEA7525692,130.0,4343823.0,0.5,True,S
1773.32992,1773.0,Mycobacterium tuberculosis,SAMEA7525693,120.0,4345803.0,0.25,True,S
1773.32999,1773.0,Mycobacterium tuberculosis,SAMEA7525694,131.0,4340803.0,0.5,True,S
1773.33003,1773.0,Mycobacterium tuberculosis,SAMEA7525695,125.0,4363561.0,0.5,True,S
1773.33002,1773.0,Mycobacterium tuberculosis,SAMEA7525696,130.0,4329104.0,1.0,True,S
1773.33,1773.0,Mycobacterium tuberculosis,SAMEA7525697,142.0,4318589.0,1.0,True,S
1773.33001,1773.0,Mycobacterium tuberculosis,SAMEA7525698,195.0,4324386.0,0.5,True,S
1773.33009,1773.0,Mycobacterium tuberculosis,SAMEA7525699,134.0,4286049.0,0.5,True,S
1773.33011,1773.0,Mycobacterium tuberculosis,SAMEA7525700,196.0,4355970.0,0.5,True,S
1773.3301,1773.0,Mycobacterium tuberculosis,SAMEA7525701,181.0,4277467.0,1.0,True,S
1773.33006,1773.0,Mycobacterium tuberculosis,SAMEA7525702,178.0,4331482.0,0.5,True,S
1773.33007,1773.0,Mycobacterium tuberculosis,SAMEA7525703,145.0,4308653.0,0.5,True,S
1773.33008,1773.0,Mycobacterium tuberculosis,SAMEA7525704,143.0,4303931.0,0.5,True,S
1773.33005,1773.0,Mycobacterium tuberculosis,SAMEA7525705,150.0,4295577.0,1.0,True,S
1773.32997,1773.0,Mycobacterium tuberculosis,SAMEA7525706,140.0,4313405.0,1.0,True,S
1773.33004,1773.0,Mycobacterium tuberculosis,SAMEA7525707,137.0,4316143.0,0.5,True,S
1773.32998,1773.0,Mycobacterium tuberculosis,SAMEA7525708,121.0,4317966.0,1.0,True,S
1773.32996,1773.0,Mycobacterium tuberculosis,SAMEA7525709,146.0,4315320.0,1.0,True,S
